,outcome,age_range,self_defined_ethnicity,gender,datetime,outcome_object_id,outcome_object_name,latitude,longitude,type,officer_defined_ethnicity,object_of_search
7037,Khat or Cannabis warning,25-34,Asian/Asian British - Any other Asian background,Male,2021-06-25T00:51:43+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.510795,-0.077578,Person search,Asian,Controlled drugs
7038,Khat or Cannabis warning,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,2021-06-23T09:57:05+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.514203,-0.094628,Person search,White,Controlled drugs
7039,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2021-06-23T06:29:24+00:00,bu-no-further-action,A no further action disposal,51.513884999999995,-0.10274100000000001,Person search,White,Article for use in theft
7040,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2021-06-23T08:45:55+00:00,bu-no-further-action,A no further action disposal,51.50993,-0.068161,Person and Vehicle search,White,Controlled drugs
7041,A no further action disposal,18-24,Black/African/Caribbean/Black British - African,Male,2021-06-24T04:10:27+00:00,bu-no-further-action,A no further action disposal,51.516855,-0.080234,Person search,Black,Controlled drugs
7042,A no further action disposal,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,2021-06-24T11:41:13+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,White,Controlled drugs
7043,A no further action disposal,25-34,Other ethnic group - Any other ethnic group,Male,2021-06-25T01:34:27+00:00,bu-no-further-action,A no further action disposal,51.506254999999996,-0.074901,Person search,White,Controlled drugs
7044,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2021-06-25T09:10:18+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,White,Offensive weapons
7045,A no further action disposal,over 34,Black/African/Caribbean/Black British - African,Male,2021-06-26T05:31:26+00:00,bu-no-further-action,A no further action disposal,51.517431,-0.082458,Person search,Black,Article for use in theft
7046,Khat or Cannabis warning,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,2021-06-26T02:49:56+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.510182,-0.092865,Person search,White,Controlled drugs
7049,A no further action disposal,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,2021-06-26T10:19:38+00:00,bu-no-further-action,A no further action disposal,51.505103000000005,-0.094648,Person and Vehicle search,Black,Controlled drugs
7051,A no further action disposal,18-24,Asian/Asian British - Bangladeshi,Male,2021-06-27T03:18:59+00:00,bu-no-further-action,A no further action disposal,51.512598,-0.084967,Person and Vehicle search,Other,Evidence of offences under the Act
7052,A no further action disposal,25-34,Asian/Asian British - Pakistani,Male,2021-06-27T11:21:35+00:00,bu-no-further-action,A no further action disposal,51.517431,-0.082458,Person search,Asian,Controlled drugs
7053,A no further action disposal,18-24,Other ethnic group - Not stated,Female,2021-06-25T09:12:11+00:00,bu-no-further-action,A no further action disposal,51.517032,-0.089451,Person search,Black,Controlled drugs
7054,Arrest,18-24,White - Any other White background,Male,2021-06-25T09:51:13+00:00,bu-arrest,Arrest,51.516814000000004,-0.08162,Person and Vehicle search,White,Controlled drugs
7055,A no further action disposal,25-34,Other ethnic group - Not stated,Female,2021-06-26T01:16:22+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Black,Controlled drugs
7056,A no further action disposal,10-17,Other ethnic group - Not stated,Female,2021-06-27T05:51:06+00:00,bu-no-further-action,A no further action disposal,51.516346999999996,-0.104887,Person search,Other,Controlled drugs
7057,Khat or Cannabis warning,25-34,Black/African/Caribbean/Black British - African,Male,2021-06-26T01:16:38+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.516814000000004,-0.08162,Person search,Black,Controlled drugs
7059,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2021-06-26T04:46:38+00:00,bu-no-further-action,A no further action disposal,51.520744,-0.08985800000000001,Person search,White,Article for use in theft
7060,A no further action disposal,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,2021-06-26T04:47:04+00:00,bu-no-further-action,A no further action disposal,51.517244,-0.080376,Person search,Other,Offensive weapons
7061,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2021-06-26T05:02:18+00:00,bu-no-further-action,A no further action disposal,51.517032,-0.089451,Person and Vehicle search,Asian,Controlled drugs
7062,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2021-06-26T05:13:39+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Black,Controlled drugs
7063,Arrest,25-34,Other ethnic group - Not stated,Male,2021-06-26T05:18:23+00:00,bu-arrest,Arrest,51.516814000000004,-0.08162,Person search,Black,Controlled drugs
7064,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2021-06-27T08:39:28+00:00,bu-no-further-action,A no further action disposal,51.510014,-0.08151599999999999,Person search,White,Controlled drugs
7065,A no further action disposal,18-24,Other ethnic group - Not stated,Female,2021-06-27T09:11:38+00:00,bu-no-further-action,A no further action disposal,51.510014,-0.08151599999999999,Person search,White,Controlled drugs
7066,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2021-06-29T04:07:57+00:00,bu-no-further-action,A no further action disposal,51.509848,-0.104494,Person and Vehicle search,Black,Controlled drugs
7069,A no further action disposal,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2021-06-29T02:14:32+00:00,bu-no-further-action,A no further action disposal,51.514158,-0.10017899999999999,Person search,White,Stolen goods
7072,A no further action disposal,over 34,White - Irish,Female,2021-06-29T04:51:17+00:00,bu-no-further-action,A no further action disposal,51.506338,-0.088227,Person search,White,Article for use in theft
7073,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2021-06-27T09:21:22+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Black,Controlled drugs
7075,A no further action disposal,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2021-06-28T03:05:46+00:00,bu-no-further-action,A no further action disposal,51.517244,-0.080376,Person search,White,Stolen goods
7077,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2021-06-28T05:07:30+00:00,bu-no-further-action,A no further action disposal,51.516014,-0.081091,Person search,Asian,Article for use in theft
7078,A no further action disposal,18-24,White - English/Welsh/Scottish/Northern Irish/British,Male,2021-06-28T05:20:31+00:00,bu-no-further-action,A no further action disposal,51.516014,-0.081091,Person search,White,Article for use in theft
7079,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2021-06-28T06:14:15+00:00,bu-no-further-action,A no further action disposal,51.516014,-0.081091,Person search,White,Article for use in theft
7080,A no further action disposal,over 34,Asian/Asian British - Bangladeshi,Male,2021-06-29T01:47:10+00:00,bu-no-further-action,A no further action disposal,51.517058,-0.08329600000000001,Person search,Asian,Controlled drugs
7081,A no further action disposal,10-17,Other ethnic group - Any other ethnic group,Male,2021-06-30T01:21:18+00:00,bu-no-further-action,A no further action disposal,51.517032,-0.089451,Person search,Black,Offensive weapons
7082,A no further action disposal,25-34,Mixed/Multiple ethnic groups - White and Asian,Male,2021-06-30T01:58:51+00:00,bu-no-further-action,A no further action disposal,51.513769,-0.076833,Person search,White,Controlled drugs
7083,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2021-06-30T01:58:58+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Asian,Controlled drugs
7086,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2021-06-30T05:12:58+00:00,bu-no-further-action,A no further action disposal,51.513952,-0.085833,Person search,Other,Controlled drugs
7087,A no further action disposal,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,2021-06-30T06:01:24+00:00,bu-no-further-action,A no further action disposal,51.508066,-0.08778,Person search,Black,Articles for use in criminal damage
7088,A no further action disposal,10-17,Asian/Asian British - Bangladeshi,Male,2021-06-30T06:22:37+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Asian,Article for use in theft
7089,A no further action disposal,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,2021-06-30T07:09:07+00:00,bu-no-further-action,A no further action disposal,51.508066,-0.08778,Person search,White,Articles for use in criminal damage
7090,A no further action disposal,25-34,White - Any other White background,Male,2021-06-30T07:55:18+00:00,bu-no-further-action,A no further action disposal,51.513952,-0.085833,Person search,White,Controlled drugs
7091,A no further action disposal,18-24,Asian/Asian British - Bangladeshi,Male,2021-06-30T08:29:56+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Asian,Controlled drugs
7092,A no further action disposal,10-17,Other ethnic group - Not stated,Male,2021-06-30T08:40:54+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Asian,Stolen goods
7093,A no further action disposal,10-17,Asian/Asian British - Bangladeshi,Male,2021-06-30T08:41:51+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,Asian,Controlled drugs
7094,A no further action disposal,10-17,White - English/Welsh/Scottish/Northern Irish/British,Male,2021-07-01T04:17:53+00:00,bu-no-further-action,A no further action disposal,51.523645,-0.120816,Person and Vehicle search,Black,Controlled drugs
7095,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2021-07-01T11:45:39+00:00,bu-no-further-action,A no further action disposal,51.518262,-0.088203,Person search,Asian,Controlled drugs
7096,A no further action disposal,over 34,White - Irish,Male,2021-07-01T05:40:26+00:00,bu-no-further-action,A no further action disposal,51.51768,-0.078484,Person search,White,Controlled drugs
7097,A no further action disposal,18-24,Asian/Asian British - Bangladeshi,Male,2021-07-01T05:52:18+00:00,bu-no-further-action,A no further action disposal,51.515196,-0.071772,Person search,Asian,Controlled drugs
7098,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2021-07-01T06:15:28+00:00,bu-no-further-action,A no further action disposal,51.515196,-0.071772,Person search,Asian,Controlled drugs
7103,A no further action disposal,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,2021-07-02T06:03:16+00:00,bu-no-further-action,A no further action disposal,51.509775,-0.08501399999999999,Person and Vehicle search,Black,Controlled drugs
7104,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2021-07-02T07:07:21+00:00,bu-no-further-action,A no further action disposal,51.509775,-0.08501399999999999,Person search,Black,Controlled drugs
7105,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2021-07-02T08:49:10+00:00,bu-no-further-action,A no further action disposal,51.514203,-0.094628,Person search,White,Article for use in theft
7107,A no further action disposal,18-24,Black/African/Caribbean/Black British - Caribbean,Male,2021-07-02T00:26:56+00:00,bu-no-further-action,A no further action disposal,51.51144,-0.083993,Person search,Black,Controlled drugs
7108,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2021-07-02T01:08:57+00:00,bu-no-further-action,A no further action disposal,51.517431,-0.082458,Person search,White,Article for use in theft
7109,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2021-07-02T01:08:57+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,White,Article for use in theft
7110,A no further action disposal,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2021-07-02T01:16:19+00:00,bu-no-further-action,A no further action disposal,51.517431,-0.082458,Person search,White,Article for use in theft
7111,A no further action disposal,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2021-07-02T01:16:19+00:00,bu-no-further-action,A no further action disposal,51.516814000000004,-0.08162,Person search,White,Article for use in theft
7112,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2021-07-02T01:29:14+00:00,bu-no-further-action,A no further action disposal,51.512856,-0.073254,Person search,White,Controlled drugs
7113,Summons / charged by post,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,2021-07-02T01:30:13+00:00,bu-summons,Summons / charged by post,51.512856,-0.073254,Person search,White,Controlled drugs
7114,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2021-07-02T01:54:27+00:00,bu-no-further-action,A no further action disposal,51.516966,-0.1059,Person and Vehicle search,White,Controlled drugs
